,kappa,sigRamp,sigSde,sld,n_nodes,n_edges,max_degree,length_sum,n_upper_face,n_lower_face,min_dist,min_weight_dist,min_eucl_dist,diff_eucl_length_mean,diff_eucl_length_median,diff_eucl_length_sum,min_cut_size
toy_data_unlabeled.tar.gz\2021_03_10_Sld1062_SigRamp1p135_SigSde2p206_Kappa0p029839_N25_Microstructure.graphml,0.029839,1.135,2.206,1062,44709,144477,112,8873.24832589987,194,202,78,7.292042000000002,7.126284165436843,0.0024666814402676007,1.800648954101286e-05,356.37873444554214,151
