,stretch_diff_mean,stretch_diff_std,stretch_diff_max,stretch_diff_median,stretch_diff_sum,stretch_diff_diff_1.05,stretch_diff_std_1.05,stretch_diff_max_1.05,stretch_diff_median_1.05,stretch_diff_sum_1.05,stretch_diff_diff_1.1,stretch_diff_std_1.1,stretch_diff_max_1.1,stretch_diff_median_1.1,stretch_diff_sum_1.1,stretch_diff_diff_1.15,stretch_diff_std_1.15,stretch_diff_max_1.15,stretch_diff_median_1.15,stretch_diff_sum_1.15,stretch_diff_diff_1.2,stretch_diff_std_1.2,stretch_diff_max_1.2,stretch_diff_median_1.2,stretch_diff_sum_1.2,stretch_diff_diff_1.25,stretch_diff_std_1.25,stretch_diff_max_1.25,stretch_diff_median_1.25,stretch_diff_sum_1.25,stretch_diff_diff_1.3,stretch_diff_std_1.3,stretch_diff_max_1.3,stretch_diff_median_1.3,stretch_diff_sum_1.3,stretch_diff_diff_1.35,stretch_diff_std_1.35,stretch_diff_max_1.35,stretch_diff_median_1.35,stretch_diff_sum_1.35,stretch_diff_diff_1.4,stretch_diff_std_1.4,stretch_diff_max_1.4,stretch_diff_median_1.4,stretch_diff_sum_1.4,stretch_diff_diff_1.45,stretch_diff_std_1.45,stretch_diff_max_1.45,stretch_diff_median_1.45,stretch_diff_sum_1.45,stretch_diff_diff_1.5,stretch_diff_std_1.5,stretch_diff_max_1.5,stretch_diff_median_1.5,stretch_diff_sum_1.5
2021_02_19_Sld1109_SigRamp1p350_SigSde4p116_Kappa0p029540_N1_Microstructure.graphml,0.0016044054506951513,0.010283272424591403,0.1300710209600604,5.6722536750264396e-05,0.3353207391952866,0.5972731203671975,0.024544007450733405,0.7279461292608982,0.5956499398967683,124.83008215674428,1.092703350621473,0.03833970561939751,1.2365402919911155,1.0876383909972596,228.37500027988784,1.5627091184853463,0.05080193579351983,1.7166140633667366,1.5552693386872543,326.6062057634374,2.016368559382282,0.06154294207171905,2.178673419027816,2.007965371085623,421.421028910897,2.4592679589172715,0.07122588188714597,2.6314689922932066,2.4500543482347936,513.9870034137098,2.894307003813484,0.08017502578065025,3.076867020244255,2.884059484990215,604.9101637970182,3.321485736360305,0.08920086830072481,3.5191592856466265,3.310778366827611,694.1905188993038,3.7427627395763814,0.0985529925644045,3.9587062859234745,3.73281525679665,782.2374125714637,4.159639303830149,0.10750370844342781,4.394608385588666,4.149470581366515,869.3646145005011,4.572410977307039,0.11634577262459031,4.826943233673929,4.563921844497007,955.6338942571713
