Strain,Stress
0,0
3.12499999995319e-06,0.000225687794599709
4.68750000000531e-06,0.000147610793750893
5.46875000003137e-06,0.000136818173483381
6.25000000005743e-06,0.000132767681818582
7.03124999993244e-06,0.000131012038866641
7.8124999999585e-06,0.000130158548718149
8.59374999998456e-06,0.000129705430567082
9.37500000001062e-06,0.000129433155421825
1.01562500000367e-05,0.000129285313591272
1.09375000000627e-05,0.000129219691194475
1.17187499999377e-05,0.00012919383982274
1.24999999999638e-05,0.000129203784594433
1.32812499999899e-05,0.000129230490624128
1.40625000000159e-05,0.000129284353591265
1.4843750000042e-05,0.000129330049524502
1.5625000000068e-05,0.000129442965802101
1.64062499999431e-05,0.000129655277446016
1.71874999999691e-05,0.000129821344550316
1.79687499999952e-05,0.000129902008155409
1.95312500000473e-05,0.000129987093727417
2.10937499999484e-05,0.00013006848141864
2.26562500000005e-05,0.000130184523905023
2.42187500000526e-05,0.00013032535313677
2.57812499999537e-05,0.000130440335154451
2.73437500000058e-05,0.000130546574541482
2.89062500000579e-05,0.000130755468617762
3.0468749999959e-05,0.00013090838594637
3.20312500000111e-05,0.000131041911317182
3.35937500000632e-05,0.000131170468050808
3.51562499999643e-05,0.000131337592148388
3.67187500000164e-05,0.00013165433882259
3.82812500000685e-05,0.000131816944341889
3.98437499999696e-05,0.000131919219661684
4.14062500000217e-05,0.000132057199906545
4.29687500000738e-05,0.00013229017760813
4.45312499999749e-05,0.000132546443106799
4.76562499999281e-05,0.000132809242259141
5.07812500000323e-05,0.000133141630127919
5.39062499999855e-05,0.000133437737774794
5.70312499999387e-05,0.000134121569308213
6.0156250000043e-05,0.000134535842794246
6.32812499999961e-05,0.000134811052687801
6.64062499999493e-05,0.000135214161223316
6.95312500000536e-05,0.000135740711411217
7.26562500000068e-05,0.000136128034074215
7.578124999996e-05,0.000136358529815334
7.89062500000642e-05,0.000136555313213993
8.20312500000174e-05,0.000136792303513633
8.51562499999706e-05,0.000136994866429193
8.82812500000748e-05,0.000137178035277184
9.1406250000028e-05,0.000137465545068007
9.45312499999812e-05,0.000137689901218653
9.76562499999344e-05,0.000137932943588724
