Strain,Stress
0,0
6.25000000004893e-06,0.000158362930325878
9.37500000007339e-06,0.00011218709117456
1.09374999999346e-05,0.000107031560814161
1.24999999999468e-05,0.000105418409305753
1.4062499999959e-05,0.000104827808828483
1.56249999999713e-05,0.000104572441344106
1.71874999999835e-05,0.000104425340213947
1.87499999999957e-05,0.000104357104004275
2.0312500000008e-05,0.000104406391436753
2.18750000000202e-05,0.0001044796650784
2.34375000000324e-05,0.000104496879716212
2.50000000000446e-05,0.000104449047060806
2.65625000000569e-05,0.00010441843755621
2.81250000000691e-05,0.000104526589041819
2.96874999999303e-05,0.000104668038378992
3.12499999999425e-05,0.000104796584305872
3.28124999999548e-05,0.000104978403066197
3.4374999999967e-05,0.0001051665960383
3.59374999999792e-05,0.000105276942673556
3.90625000000037e-05,0.000105409577079238
4.21875000000281e-05,0.00010555412532186
4.53125000000526e-05,0.000105689937976794
4.8437499999926e-05,0.000105843532814509
5.15624999999505e-05,0.00010604264658293
5.46874999999749e-05,0.00010627948540678
5.78124999999994e-05,0.000106492166359245
6.09375000000239e-05,0.000106657195235752
6.40625000000483e-05,0.00010702857157761
6.71875000000728e-05,0.000107470012938664
7.03124999999462e-05,0.00010768145679307
7.34374999999707e-05,0.000108024449021535
7.65624999999951e-05,0.000108377274321083
7.96875000000196e-05,0.000108684839185717
8.28125000000441e-05,0.000108972242808454
8.59375000000685e-05,0.00010926788879425
8.90624999999419e-05,0.000109456264490412
9.53124999999909e-05,0.000109862862184118
0.00010156250000004,0.000110430659555039
0.000107812499999938,0.000111098164242875
0.000114062499999987,0.000111639933108489
0.000120312500000036,0.000112503915484114
0.000126562499999933,0.000113344129298289
0.000132812499999982,0.000113995290238422
0.000139062500000031,0.000114476026270423
0.000145312499999929,0.000114883742544253
0.000151562499999978,0.000115261793916517
0.000157812500000027,0.000115662563437046
0.000164062499999925,0.000116143872144059
0.000170312499999974,0.000116766491309144
0.000176562500000023,0.000117426358349908
0.000182812500000072,0.000118413956116832
0.000189062499999969,0.000118961579135471
0.000195312500000018,0.000119595532303261
0.000201562500000067,0.000120022173318907
0.000214062500000014,0.000120714765256268
0.000226562499999961,0.000121640576242021
0.000239062500000059,0.000122484997792415
0.000251562500000006,0.000123446897127463
0.000264062499999952,0.000124988218850405
0.00027656250000005,0.000126663221612857
0.000289062499999997,0.000127896175491654
0.000301562499999944,0.000129608544619098
0.000314062500000042,0.000130903914762325
0.000326562499999988,0.000132075933266616
0.000339062499999935,0.000133516385148535
0.000351562500000033,0.000135284341929944
0.00036406249999998,0.000136492880861964
0.000376562499999927,0.000137603041278152
0.000389062500000025,0.000138841640054537
0.000401562499999971,0.000139956109394985
0.000414062500000069,0.0001415616070197
0.000426562500000016,0.000144096572120093
0.000439062499999963,0.000145808994973654
0.000451562500000061,0.000147685448083157
0.000464062500000007,0.000149370060496834
0.000476562499999954,0.000150927038057706
0.000489062500000052,0.000152450717428988
0.000501562499999999,0.00015363428586229
0.000514062499999946,0.000154882478665456
0.000526562500000044,0.000156285845958004
0.00053906249999999,0.00015762203237773
0.000551562499999937,0.000158950224382746
0.000564062500000035,0.00016037368768062
0.000576562499999982,0.00016147869669869
0.000589062499999929,0.000163009376769799
0.000601562500000026,0.000164245992844925
0.000614062499999973,0.000165477280090525
0.000626562500000071,0.000167063165903692
0.000639062500000018,0.000168487715203274
0.000651562499999965,0.000169901868064967
0.000664062500000063,0.000171572798540728
0.000676562500000009,0.000173114174010597
0.000689062499999956,0.000174849253477114
0.000701562500000054,0.000176153017968581
0.000714062500000001,0.00017775375651152
0.000726562499999948,0.000179131089217601
0.000739062500000045,0.000180418810287624
0.000751562499999992,0.000181865113242652
0.000764062499999939,0.000183076210731146
0.000776562500000037,0.00018439432011788
0.000789062499999984,0.000185790242673386
0.000801562499999931,0.00018728534854522
0.000814062500000028,0.000188698820983091
0.000826562499999975,0.000190235586250041
0.000839062500000073,0.000191806063160519
0.00085156250000002,0.000193844086568677
0.000864062499999967,0.000195361221657426
0.000876562500000064,0.000197553206616355
0.000889062500000011,0.000199521944164058
0.000901562499999958,0.000201374059209699
0.000914062500000056,0.000202732405933442
0.000926562500000003,0.000204055303865898
0.00093906249999995,0.000205970680448483
0.000951562500000047,0.000208106856885764
0.000964062499999994,0.000209728822876073
0.000976562499999941,0.000211414243775982
0.000989062500000039,0.000213670171647519
0.00100156249999999,0.000215287481451314
0.00101406249999993,0.000216840545300731
0.00102656250000003,0.000218756701921988
0.00103906249999998,0.000220231116243555
0.00105156250000008,0.000221812019127193
0.00106406250000002,0.000223768519988628
0.00107656249999997,0.000225628147751389
0.00108906250000007,0.000227101002741951
0.00110156250000001,0.00022866063489944
0.00111406249999996,0.000230283608919544
0.00112656250000006,0.00023200893086469
0.0011390625,0.000233730355733642
0.00115156249999995,0.000235318183477258
