,stretch_diff_mean,stretch_diff_std,stretch_diff_max,stretch_diff_median,stretch_diff_sum,stretch_diff_diff_1.05,stretch_diff_std_1.05,stretch_diff_max_1.05,stretch_diff_median_1.05,stretch_diff_sum_1.05,stretch_diff_diff_1.1,stretch_diff_std_1.1,stretch_diff_max_1.1,stretch_diff_median_1.1,stretch_diff_sum_1.1,stretch_diff_diff_1.15,stretch_diff_std_1.15,stretch_diff_max_1.15,stretch_diff_median_1.15,stretch_diff_sum_1.15,stretch_diff_diff_1.2,stretch_diff_std_1.2,stretch_diff_max_1.2,stretch_diff_median_1.2,stretch_diff_sum_1.2,stretch_diff_diff_1.25,stretch_diff_std_1.25,stretch_diff_max_1.25,stretch_diff_median_1.25,stretch_diff_sum_1.25,stretch_diff_diff_1.3,stretch_diff_std_1.3,stretch_diff_max_1.3,stretch_diff_median_1.3,stretch_diff_sum_1.3,stretch_diff_diff_1.35,stretch_diff_std_1.35,stretch_diff_max_1.35,stretch_diff_median_1.35,stretch_diff_sum_1.35,stretch_diff_diff_1.4,stretch_diff_std_1.4,stretch_diff_max_1.4,stretch_diff_median_1.4,stretch_diff_sum_1.4,stretch_diff_diff_1.45,stretch_diff_std_1.45,stretch_diff_max_1.45,stretch_diff_median_1.45,stretch_diff_sum_1.45,stretch_diff_diff_1.5,stretch_diff_std_1.5,stretch_diff_max_1.5,stretch_diff_median_1.5,stretch_diff_sum_1.5
input_data_graphonly\2021_03_15_Sld1047_SigRamp4p114_SigSde1p941_Kappa0p029176_N25_Microstructure.graphml,0.003768033105201082,0.00507598375303065,0.018728659158378846,0.0011605752137828773,0.2110098538912606,0.7369336939396821,0.0342746056360562,0.8075962809953454,0.7393759382262579,41.2682868606222,1.3319613835557933,0.05146145876426969,1.4398041768888836,1.3375052414346968,74.58983747912443,1.8817104066869388,0.0646093456355507,2.014088690843918,1.8845649001603717,105.37578277446858,2.3971074816302678,0.07550051291792509,2.5489993938581863,2.4010830934688556,134.238018971295,2.897425551922457,0.08515466834058351,3.0645220305280647,2.9012805392858994,162.2558309076576,3.386355637056224,0.09499043248048038,3.573737866013519,3.3905927184585636,189.63591567514857,3.8663475629922326,0.1045783721761715,4.073961067652836,3.871082303041912,216.51546352756503,4.339285113059934,0.11377854155540121,4.566350246269512,4.344846181527856,242.9999663313563,4.806297865841197,0.12266114744386745,5.052181091323738,4.8125160416994675,269.15268048710703,5.268290292423936,0.1313046811856385,5.53244142165878,5.273417478404138,295.02425637574044
