Strain,Stress
0,0
1.56249999997175e-06,0.000208562385758648
2.34374999995763e-06,0.000114823011319636
3.1249999999435e-06,9.03261641448922e-05
3.90624999992938e-06,8.14502788582529e-05
4.68750000006631e-06,7.75876665031089e-05
5.46875000005218e-06,7.57343666565102e-05
6.25000000003806e-06,7.47881864017751e-05
7.03125000002394e-06,7.42841618209557e-05
7.81250000000981e-06,7.40238042790147e-05
8.59374999999569e-06,7.38820085934075e-05
9.37499999998156e-06,7.38354837345836e-05
1.01562499999674e-05,7.38500307022173e-05
1.09374999999533e-05,7.39012373255881e-05
1.17187499999392e-05,7.40086183821405e-05
1.24999999999251e-05,7.40927378480105e-05
1.3281250000062e-05,7.41501366775488e-05
1.40625000000479e-05,7.41869996747499e-05
1.48437500000337e-05,7.42170685568486e-05
1.64062500000055e-05,7.42662189977291e-05
1.79687499999773e-05,7.43260221939986e-05
1.9531249999949e-05,7.44077277095095e-05
2.10937500000718e-05,7.44781826732233e-05
2.26562500000436e-05,7.45369170785808e-05
2.42187500000153e-05,7.45933246700697e-05
2.57812499999871e-05,7.4646784655918e-05
2.73437499999588e-05,7.47021579001217e-05
2.89062499999306e-05,7.47528881645749e-05
3.04687500000534e-05,7.48020950151525e-05
3.20312500000251e-05,7.48510782342148e-05
3.35937499999969e-05,7.49008316016043e-05
3.51562499999686e-05,7.4950945752711e-05
3.67187499999404e-05,7.50000055069798e-05
3.82812500000632e-05,7.50516682914455e-05
3.98437500000349e-05,7.51102175592948e-05
4.14062500000067e-05,7.51654104112846e-05
4.45312499999502e-05,7.52587650898451e-05
4.76562500000448e-05,7.56856452277851e-05
5.07812499999883e-05,7.59938139144613e-05
5.39062499999318e-05,7.61590757091279e-05
5.70312500000263e-05,7.62902831109068e-05
6.01562499999698e-05,7.64289722363647e-05
6.32812500000644e-05,7.67226434473782e-05
6.64062500000079e-05,7.70199178628182e-05
6.95312499999514e-05,7.72327322147339e-05
7.26562500000459e-05,7.7434848361724e-05
7.57812499999894e-05,7.76139687492211e-05
7.8906249999933e-05,7.79474876194581e-05
8.20312500000275e-05,7.85310210439269e-05
8.5156249999971e-05,7.88194545370076e-05
8.82812500000656e-05,7.89815091329435e-05
9.14062500000091e-05,7.91360472252076e-05
9.45312499999526e-05,7.92833471117612e-05
9.76562500000471e-05,7.94477741274319e-05
0.000103906249999934,7.97470527211219e-05
0.000110156249999972,8.00021028051883e-05
0.00011640625000001,8.05574694113112e-05
0.000122656250000048,8.09477460952587e-05
0.000128906249999935,8.12438018660575e-05
0.000135156249999973,8.15290542122872e-05
0.000141406250000011,8.17721671874073e-05
0.00014765625000005,8.20388120119811e-05
0.000153906249999937,8.25371314915596e-05
0.000160156249999975,8.31624541194771e-05
0.000166406250000013,8.35345157519118e-05
0.000172656250000051,8.40881324511242e-05
0.000178906249999938,8.4471403509188e-05
0.000185156249999976,8.47708972398333e-05
0.000191406250000014,8.50576451367434e-05
0.000197656250000052,8.53117637819195e-05
0.000203906249999939,8.56521801014422e-05
0.000210156249999977,8.60107075132816e-05
0.000216406250000015,8.6369516148671e-05
0.000222656250000053,8.66995568068199e-05
0.000235156249999978,8.7206415512332e-05
0.000247656250000054,8.78638418156419e-05
0.000260156249999979,8.86618195972562e-05
0.000272656250000055,8.94753344309532e-05
0.000285156249999981,9.03951995008016e-05
0.000297656250000057,9.14849903181825e-05
0.000310156249999982,9.23583240926296e-05
0.000322656250000058,9.351242441615e-05
0.000335156249999983,9.41221927253255e-05
0.000347656250000059,9.48830544839745e-05
0.000360156249999984,9.56582618966977e-05
0.00037265625000006,9.63308054759498e-05
0.000385156249999985,9.70708871441028e-05
0.000397656250000061,9.7836953527955e-05
0.000410156249999986,9.92114564960662e-05
0.000422656250000063,0.000100129255020163
0.000435156249999988,0.000100990652404593
0.000447656250000064,0.000102402697854598
0.000460156249999989,0.000103164857686984
0.000472656250000065,0.000103926793211574
0.00048515624999999,0.000104813176544575
0.000497656250000066,0.000106387885620123
0.000510156249999991,0.000107513875825916
0.000522656250000067,0.000108347196603303
0.000535156249999992,0.000109098202019577
0.000547656250000069,0.000109928624303889
0.000560156249999994,0.00011067519127662
0.00057265625000007,0.000111699239521841
0.000585156249999995,0.000112753105594084
0.000597656250000071,0.000113635747310749
0.000610156249999996,0.00011440225837391
0.000622656250000072,0.000115947623712999
0.000635156249999997,0.000116993906061361
0.000647656250000073,0.000117861641727091
0.000660156249999998,0.000118591535217678
0.000672656250000074,0.000119570222865127
0.00068515625,0.000120622711185778
0.000697656249999925,0.000121499297492885
